user_id,movie_id,title,genre,director,language,age_rating,year,rating,age,gender,occupation,timestamp,age_group,movie_age,rating_month,user_avg_rating,movie_avg_rating,user_rating_count,genre_encoded,language_encoded,age_rating_encoded,director_encoded,gender_encoded,age_group_encoded,occupation_encoded
U0015,M0004,The Wild City,Sci-Fi,Bong Joon-ho,Korean,R,2005,1.0,48.0,F,Doctor,2024-08-18,Adult,19,8,2.5,2.764705882352941,10,8,5,4,1,0,0,1
U0167,M0063,The Eternal Dream,Drama,Steven Spielberg,Portuguese,PG-13,2005,4.5,49.0,M,Doctor,2024-01-21,Adult,19,1,3.7,3.1363636363636362,10,4,6,3,9,1,0,1
U0041,M0134,The Fallen Mountain,Unknown,Bong Joon-ho,Hindi,R,2013,3.0,62.0,F,Retired,2024-03-10,Senior,11,3,2.65,2.875,10,10,2,4,1,0,1,5
U0240,M0109,The Neon Legacy,Documentary,Denis Villeneuve,Japanese,R,2007,4.0,34.0,F,Doctor,2024-12-26,Young Adult,17,12,2.65,3.473684210526316,10,3,4,4,3,0,2,1
U0224,M0127,The Last Journey,Horror,Martin Scorsese,Portuguese,PG,2000,4.0,58.0,Other,Engineer,2024-12-23,Senior,24,12,3.0,3.0652173913043477,8,6,6,2,6,2,1,2
U0222,M0034,The Fallen Mountain,Sci-Fi,Bong Joon-ho,Spanish,R,2012,5.0,48.0,Other,Unknown,2024-12-06,Adult,12,12,3.1666666666666665,3.03125,9,8,7,4,1,2,0,8
U0075,M0150,The Silver Horizon,Fantasy,Jordan Peele,Hindi,NC-17,2003,2.5,61.0,M,Unknown,2024-09-18,Senior,21,9,3.125,3.2142857142857144,12,5,2,1,5,1,1,8
U0060,M0015,The Golden River,Romance,Quentin Tarantino,Portuguese,NC-17,2022,5.0,35.0,Other,Student,2024-04-19,Adult,2,4,2.95,2.789473684210526,10,7,6,1,7,2,0,6
U0206,M0057,The Sacred Sky,Horror,Martin Scorsese,English,PG,2013,2.5,27.0,M,Other,2024-07-11,Young Adult,11,7,2.875,3.125,8,6,0,2,6,1,2,4
U0109,M0090,The Silver Horizon,Fantasy,Jordan Peele,Spanish,NC-17,2013,3.0,62.0,Other,Retired,2024-07-19,Senior,11,7,3.25,3.0384615384615383,10,5,7,1,5,2,1,5
U0202,M0147,The Last Journey,Unknown,Martin Scorsese,French,PG,2006,3.0,20.0,F,Retired,2024-02-04,Youth,18,2,2.9375,3.0434782608695654,8,10,1,2,6,0,3,5
U0005,M0028,The Hidden Kingdom,Animation,Ava DuVernay,Korean,PG-13,2003,3.0,34.0,M,Teacher,2024-01-04,Young Adult,21,1,2.2,2.9411764705882355,10,1,5,3,0,1,2,7
U0160,M0073,The Rising Ocean,Drama,Steven Spielberg,English,PG-13,2010,1.0,49.0,Other,Manager,2024-06-08,Adult,14,6,2.1666666666666665,2.975,9,4,0,3,9,2,0,3
U0081,M0104,The Wild City,Unknown,Bong Joon-ho,Italian,R,2019,3.5,50.0,M,Doctor,2024-10-22,Senior,5,10,2.5833333333333335,3.227272727272727,12,10,3,4,1,1,1,1
U0264,M0036,The Midnight Forest,Thriller,Sofia Coppola,Korean,G,2006,4.0,24.0,M,Student,2024-09-01,Youth,18,9,3.6818181818181817,3.5483870967741935,11,9,5,0,8,1,3,6
U0282,M0043,The Eternal Dream,Drama,Steven Spielberg,French,PG-13,2013,5.0,38.0,F,Retired,2024-02-21,Adult,11,2,2.5,2.925,8,4,1,3,9,0,0,5
U0199,M0027,The Last Journey,Horror,Martin Scorsese,French,PG,1999,3.0,19.0,F,Engineer,2024-08-21,Youth,25,8,2.7777777777777777,2.638888888888889,9,6,1,2,6,0,3,2
U0026,M0033,The Rising Ocean,Drama,Steven Spielberg,English,PG-13,1996,2.5,20.0,F,Manager,2024-11-24,Youth,28,11,2.55,3.225,10,4,0,3,9,0,3,3
U0261,M0076,The Midnight Forest,Thriller,Sofia Coppola,Korean,G,1994,3.5,23.0,F,Doctor,2024-08-27,Youth,30,8,2.4444444444444446,3.3214285714285716,9,9,5,0,8,0,3,1
U0029,M0070,The Silver Horizon,Fantasy,Jordan Peele,Hindi,NC-17,1993,3.5,38.0,M,Engineer,2024-06-22,Adult,31,6,2.8333333333333335,3.25,9,5,2,1,5,1,0,2
U0263,M0112,The Frozen Flame,Comedy,Greta Gerwig,Italian,PG,2008,5.0,37.0,Other,Teacher,2024-06-08,Adult,16,6,3.3333333333333335,2.760869565217391,12,2,3,2,4,2,0,7
U0124,M0084,The Wild City,Sci-Fi,Bong Joon-ho,Korean,R,2006,1.5,42.0,F,Artist,2024-08-09,Adult,18,8,2.375,3.238095238095238,8,8,5,4,1,0,0,0
U0080,M0119,The Twisted Moon,Documentary,Denis Villeneuve,Portuguese,R,2001,3.0,41.0,M,Manager,2024-08-15,Adult,23,8,2.9583333333333335,3.2708333333333335,12,3,6,4,3,1,0,3
U0069,M0129,The Neon Legacy,Documentary,Denis Villeneuve,English,R,1990,4.0,21.0,M,Other,2024-05-07,Youth,34,5,3.227272727272727,2.6818181818181817,11,3,0,4,3,1,3,4
U0143,M0021,The Dark Storm,Action,Christopher Nolan,Japanese,G,2007,2.5,26.0,M,Student,2024-04-04,Young Adult,17,4,3.3333333333333335,3.210526315789474,12,0,4,0,2,1,2,6
U0041,M0077,The Sacred Sky,Horror,Martin Scorsese,Japanese,PG,2003,2.0,53.0,F,Retired,2024-09-17,Senior,21,9,2.65,3.0,10,6,4,2,6,0,1,5
U0151,M0084,The Wild City,Sci-Fi,Bong Joon-ho,Korean,R,2006,3.5,19.0,F,Doctor,2024-01-09,Youth,18,1,3.15,3.238095238095238,10,8,5,4,1,0,3,1
U0131,M0049,The Neon Legacy,Documentary,Denis Villeneuve,English,R,1995,1.5,60.0,Other,Unknown,2024-02-05,Senior,29,2,3.4545454545454546,3.1842105263157894,11,3,0,4,3,2,1,8
U0233,M0015,The Golden River,Romance,Quentin Tarantino,Portuguese,NC-17,2022,4.0,59.0,Other,Student,2024-06-27,Senior,2,6,3.0625,2.789473684210526,8,7,6,1,7,2,1,6
U0181,M0098,The Shattered Star,Animation,Ava DuVernay,Spanish,PG-13,1999,2.5,36.0,Unknown,Doctor,2024-01-24,Adult,25,1,2.6818181818181817,3.287878787878788,11,1,7,3,0,3,0,1
U0053,M0110,The Silver Horizon,Fantasy,Jordan Peele,Hindi,NC-17,2011,3.5,23.0,Other,Engineer,2024-02-11,Youth,13,2,3.0,3.0,9,5,2,1,5,2,3,2
U0134,M0054,The Fallen Mountain,Sci-Fi,Bong Joon-ho,Hindi,R,2019,4.5,57.0,F,Student,2024-09-07,Senior,5,9,3.1,2.6041666666666665,10,8,2,4,1,0,1,6
U0221,M0060,The Bright Sun,Fantasy,Jordan Peele,Korean,NC-17,2007,5.0,48.0,Other,Doctor,2024-08-26,Adult,17,8,3.4444444444444446,3.0555555555555554,9,5,5,1,5,2,0,1
U0126,M0022,The Lost Heart,Comedy,Greta Gerwig,Hindi,PG,1990,1.5,38.0,Other,Student,2024-11-12,Adult,34,11,2.75,3.4210526315789473,8,2,2,2,4,2,0,6
U0068,M0039,The Twisted Moon,Documentary,Unknown,Portuguese,R,1997,4.5,65.0,M,Doctor,2024-06-24,Senior,27,6,3.2,3.2777777777777777,10,3,6,4,10,1,1,1
U0018,M0025,The Silent Shadow,Romance,Quentin Tarantino,English,NC-17,2011,4.0,43.0,M,Teacher,2024-09-04,Adult,13,9,3.227272727272727,3.3181818181818183,11,7,0,1,7,1,0,7
U0256,M0125,The Silent Shadow,Romance,Quentin Tarantino,Japanese,NC-17,1999,2.5,52.0,M,Artist,2024-06-06,Senior,25,6,2.875,2.6136363636363638,12,7,4,1,7,1,1,0
U0238,M0026,The Broken Path,Thriller,Sofia Coppola,Spanish,G,2007,3.0,59.0,Other,Retired,2024-07-25,Senior,17,7,3.0625,3.25,8,9,7,0,8,2,1,5
U0232,M0085,The Silent Shadow,Romance,Quentin Tarantino,Unknown,NC-17,1998,5.0,29.0,M,Engineer,2024-07-27,Young Adult,26,7,3.611111111111111,3.347826086956522,9,7,8,1,7,1,2,2
U0030,M0113,The Rising Ocean,Drama,Steven Spielberg,English,PG-13,2017,4.5,42.0,Unknown,Engineer,2024-05-25,Adult,7,5,2.6818181818181817,2.96,11,4,0,3,9,3,0,2
U0025,M0010,The Silver Horizon,Fantasy,Jordan Peele,Spanish,NC-17,1992,5.0,65.0,M,Other,2024-10-21,Senior,32,10,3.227272727272727,2.9722222222222223,11,5,7,1,5,1,1,4
U0080,M0146,The Broken Path,Thriller,Sofia Coppola,Spanish,G,2000,4.0,27.0,Other,Manager,2024-01-01,Young Adult,24,1,2.9583333333333335,3.26,12,9,7,0,8,2,2,3
U0197,M0140,The Bright Sun,Fantasy,Jordan Peele,Korean,NC-17,1995,2.0,54.0,F,Unknown,2024-09-13,Senior,29,9,2.5,2.6666666666666665,11,5,5,1,5,0,1,8
U0176,M0058,The Shattered Star,Animation,Ava DuVernay,Spanish,PG-13,2012,3.0,52.0,M,Retired,2024-12-01,Senior,12,12,3.0714285714285716,2.717391304347826,7,1,7,3,0,1,1,5
U0133,M0089,The Neon Legacy,Documentary,Denis Villeneuve,Unknown,R,2015,4.5,54.0,Unknown,Manager,2024-10-04,Senior,9,10,3.4545454545454546,2.7954545454545454,11,3,8,4,3,3,1,3
U0058,M0105,The Silent Shadow,Romance,Quentin Tarantino,English,NC-17,2023,3.5,38.0,M,Engineer,2024-12-08,Adult,1,12,3.5454545454545454,2.6956521739130435,11,7,0,1,7,1,0,2
U0032,M0024,The Wild City,Sci-Fi,Bong Joon-ho,Unknown,R,2017,4.5,48.0,F,Doctor,2024-06-20,Adult,7,6,2.65,3.0833333333333335,10,8,8,4,1,0,0,1
U0016,M0010,The Silver Horizon,Fantasy,Jordan Peele,Spanish,NC-17,1992,3.5,63.0,F,Student,2024-10-03,Senior,32,10,3.227272727272727,2.9722222222222223,11,5,7,1,5,0,1,6
U0037,M0102,The Lost Heart,Comedy,Greta Gerwig,Hindi,PG,2014,5.0,25.0,F,Artist,2024-12-15,Young Adult,10,12,3.9375,3.1666666666666665,8,2,2,2,4,0,2,0
U0095,M0029,The Neon Legacy,Documentary,Denis Villeneuve,Japanese,R,2011,4.5,51.0,Other,Teacher,2024-01-12,Senior,13,1,3.2,3.0,10,3,4,4,3,2,1,7
U0020,M0117,The Sacred Sky,Horror,Martin Scorsese,Japanese,PG,2006,2.5,27.0,Other,Student,2024-05-28,Young Adult,18,5,3.55,3.025,10,6,4,2,6,2,2,6
U0006,M0080,The Bright Sun,Fantasy,Jordan Peele,Italian,NC-17,2021,2.0,37.0,F,Student,2024-05-10,Adult,3,5,3.25,2.857142857142857,8,5,3,1,5,0,0,6
U0217,M0092,The Frozen Flame,Comedy,Greta Gerwig,Korean,PG,1998,3.5,50.0,M,Student,2024-06-14,Senior,26,6,3.0555555555555554,3.0833333333333335,9,2,5,2,4,1,1,6
U0055,M0080,The Bright Sun,Fantasy,Jordan Peele,Italian,NC-17,2021,4.5,26.0,Other,Teacher,2024-12-04,Young Adult,3,12,3.125,2.857142857142857,12,5,3,1,5,2,2,7
U0139,M0055,The Golden River,Romance,Quentin Tarantino,Portuguese,NC-17,2013,3.0,60.0,F,Artist,2024-09-02,Senior,11,9,3.6818181818181817,2.85,11,7,6,1,7,0,1,0
U0254,M0107,The Last Journey,Horror,Martin Scorsese,French,PG,1990,4.0,18.0,F,Doctor,2024-02-14,Youth,34,2,3.388888888888889,3.022727272727273,9,6,1,2,6,0,3,1
U0064,M0039,The Twisted Moon,Documentary,Denis Villeneuve,Portuguese,R,1997,2.5,23.0,F,Student,2024-09-19,Youth,27,9,2.75,3.2777777777777777,10,3,6,4,3,0,3,6
U0267,M0030,The Silver Horizon,Fantasy,Jordan Peele,Hindi,NC-17,1996,2.5,44.0,F,Retired,2024-05-27,Adult,28,5,3.4545454545454546,3.15,11,5,2,1,5,0,0,5
U0086,M0002,The Lost Heart,Comedy,Greta Gerwig,Spanish,PG,1991,3.5,23.0,F,Manager,2024-02-18,Youth,33,2,2.5,3.357142857142857,12,2,7,2,4,0,3,3
U0257,M0013,The Rising Ocean,Drama,Unknown,Unknown,PG-13,2003,2.5,44.0,F,Doctor,2024-04-27,Adult,21,4,3.25,3.4545454545454546,8,4,8,3,10,0,0,1
U0099,M0085,The Silent Shadow,Romance,Quentin Tarantino,Japanese,NC-17,1998,2.5,59.0,M,Engineer,2024-07-22,Senior,26,7,2.1363636363636362,3.347826086956522,11,7,4,1,7,1,1,2
U0295,M0112,The Frozen Flame,Comedy,Greta Gerwig,Italian,PG,2008,2.5,54.0,M,Engineer,2024-08-23,Senior,16,8,2.8181818181818183,2.760869565217391,11,2,3,2,4,1,1,2
U0181,M0124,The Wild City,Sci-Fi,Bong Joon-ho,Korean,R,2002,2.0,41.0,F,Artist,2024-09-26,Adult,22,9,2.6818181818181817,3.2941176470588234,11,8,5,4,1,0,0,0
U0019,M0010,The Silver Horizon,Fantasy,Jordan Peele,Spanish,NC-17,1992,2.0,33.0,F,Engineer,2024-11-12,Young Adult,32,11,2.6875,2.9722222222222223,8,5,7,1,5,0,2,2
U0032,M0021,The Dark Storm,Action,Christopher Nolan,Unknown,G,2007,3.0,59.0,M,Artist,2024-03-22,Senior,17,3,2.65,3.210526315789474,10,0,8,0,2,1,1,0
U0043,M0048,The Hidden Kingdom,Animation,Ava DuVernay,Italian,PG-13,2008,3.0,19.0,Other,Retired,2024-03-04,Youth,16,3,2.65,3.0238095238095237,10,1,3,3,0,2,3,5
U0287,M0109,The Neon Legacy,Documentary,Denis Villeneuve,Japanese,R,2007,2.5,52.0,M,Retired,2024-12-19,Senior,17,12,3.5555555555555554,3.473684210526316,9,3,4,4,3,1,1,5
U0001,M0052,The Frozen Flame,Comedy,Greta Gerwig,Korean,PG,2014,5.0,19.0,Other,Doctor,2024-10-08,Youth,10,10,2.9166666666666665,3.4523809523809526,12,2,5,2,4,2,3,1
U0026,M0144,The Wild City,Sci-Fi,Bong Joon-ho,Italian,R,1998,2.0,24.0,Other,Student,2024-11-11,Youth,26,11,2.55,2.8541666666666665,10,8,3,4,1,2,3,6
U0199,M0037,The Sacred Sky,Horror,Martin Scorsese,Japanese,PG,1992,4.0,65.0,F,Engineer,2024-04-20,Senior,32,4,2.7777777777777777,2.8095238095238093,9,6,4,2,6,0,1,2
U0055,M0072,The Frozen Flame,Comedy,Greta Gerwig,Italian,PG,1992,2.0,40.0,Unknown,Teacher,2024-03-12,Adult,32,3,3.125,3.05,12,2,3,2,4,3,0,7
U0159,M0103,The Eternal Dream,Drama,Steven Spielberg,Unknown,PG-13,2014,3.5,26.0,M,Teacher,2024-08-17,Young Adult,10,8,3.4545454545454546,2.8181818181818183,11,4,8,3,9,1,2,7
U0300,M0039,The Twisted Moon,Documentary,Unknown,Portuguese,R,1997,2.5,41.0,F,Teacher,2024-10-18,Adult,27,10,2.888888888888889,3.2777777777777777,9,3,6,4,10,0,0,7
U0004,M0024,The Wild City,Unknown,Bong Joon-ho,Italian,R,2017,4.5,28.0,Other,Unknown,2024-09-23,Young Adult,7,9,3.3125,3.0833333333333335,8,10,3,4,1,2,2,8
U0259,M0108,The Hidden Kingdom,Animation,Ava DuVernay,Korean,PG-13,1997,3.5,24.0,Other,Other,2024-04-19,Youth,27,4,2.9545454545454546,2.8,11,1,5,3,0,2,3,4
U0002,M0139,The Twisted Moon,Documentary,Denis Villeneuve,French,R,1995,2.5,64.0,Other,Other,2024-03-07,Senior,29,3,2.6363636363636362,2.736842105263158,11,3,1,4,3,2,1,4
